Task,Homography@3,Homography@5,Repeatability,MLE,NN mAP,Matching Score,Segmentation IOU
cityscapes_export,0.9996638655462184,1.0,0.8334295474405219,1.749919472725071,0.9988150134141802,0.9999831782449484,0.8426987004772277
